#! FIELDS phi metad.bias der_phi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  242
#! SET periodic_phi true
   -3.141592654   75.738048647   46.304248323
   -3.115629078   76.916703316   44.124753814
   -3.089665502   78.038108621   41.915871795
   -3.063701927   79.098743015   39.397954878
   -3.037738351   80.091383650   36.773044097
   -3.011774775   81.016936831   34.104927598
   -2.985811200   81.871298142   31.314007170
   -2.959847624   82.656734553   28.721289125
   -2.933884048   83.384813785   26.531835431
   -2.907920473   84.043036316   24.470675902
   -2.881956897   84.651095665   22.296109032
   -2.855993321   85.208576499   20.613723733
   -2.830029746   85.718872099   18.574661895
   -2.804066170   86.187292714   16.851347583
   -2.778102594   86.606788688   15.096818542
   -2.752139019   86.979508528   13.263858498
   -2.726175443   87.298615383   11.303337864
   -2.700211868   87.566277907    9.116215791
   -2.674248292   87.777633380    7.171649509
   -2.648284716   87.938219798    5.160960362
   -2.622321141   88.052890186    3.304210850
   -2.596357565   88.114062519    1.688520907
   -2.570393989   88.140966958    0.268644068
   -2.544430414   88.132411742   -0.873005735
   -2.518466838   88.105955129   -1.565512080
   -2.492503262   88.061016752   -1.904328363
   -2.466539687   88.008905710   -2.127981162
   -2.440576111   87.949481077   -2.285232532
   -2.414612535   87.887866596   -2.196644076
   -2.388648960   87.826496841   -2.392673751
   -2.362685384   87.764611404   -2.670168877
   -2.336721808   87.695329172   -2.966199372
   -2.310758233   87.612425719   -3.210811096
   -2.284794657   87.521337384   -3.696755016
   -2.258831082   87.421067274   -4.124518079
   -2.232867506   87.304250321   -4.553165328
   -2.206903930   87.178244318   -5.446858158
   -2.180940355   87.029054899   -6.144736123
   -2.154976779   86.855788701   -7.074176146
   -2.129013203   86.663771723   -7.636668849
   -2.103049628   86.458689293   -8.027144150
   -2.077086052   86.254540347   -7.809115251
   -2.051122476   86.060679308   -7.061104608
   -2.025158901   85.892118027   -5.417767909
   -1.999195325   85.773922554   -3.613272342
   -1.973231749   85.711300519   -1.705402637
   -1.947268174   85.696390894    0.593214811
   -1.921304598   85.733495824    2.037544832
   -1.895341022   85.802314274    3.188674414
   -1.869377447   85.895505610    4.144783838
   -1.843413871   86.005068442    4.555864787
   -1.817450295   86.134161432    4.960512024
   -1.791486720   86.269717948    5.589433717
   -1.765523144   86.427145175    6.671627754
   -1.739559569   86.614877073    7.875431564
   -1.713595993   86.841169688    9.433639862
   -1.687632417   87.110226653   11.121707314
   -1.661668842   87.417403201   12.459370807
   -1.635705266   87.753500541   13.494912688
   -1.609741690   88.110995957   14.093630034
   -1.583778115   88.471020896   13.964918941
   -1.557814539   88.832944945   13.315181708
   -1.531850963   89.163084047   11.915294187
   -1.505887388   89.448657572   10.126226714
   -1.479923812   89.688272805    7.979614077
   -1.453960236   89.867462421    5.649288636
   -1.427996661   89.981469786    3.220914489
   -1.402033085   90.031200754    0.716657882
   -1.376069509   90.013913412   -1.721631897
   -1.350105934   89.936687113   -4.035150651
   -1.324142358   89.798399502   -6.420448166
   -1.298178782   89.604907644   -8.658150614
   -1.272215207   89.350203152  -10.928943539
   -1.246251631   89.036795802  -13.108261434
   -1.220288056   88.668016809  -15.251331737
   -1.194324480   88.242247104  -17.286329595
   -1.168360904   87.769046230  -19.059396494
   -1.142397329   87.249242375  -20.902490313
   -1.116433753   86.678987241  -22.675484075
   -1.090470177   86.058167993  -24.810643585
   -1.064506602   85.394803654  -26.551528566
   -1.038543026   84.670738175  -28.682045409
   -1.012579450   83.895547232  -30.814650258
   -0.986615875   83.070266895  -32.691405922
   -0.960652299   82.190635841  -34.238535364
   -0.934688723   81.278996868  -35.448245501
   -0.908725148   80.349295361  -35.949027988
   -0.882761572   79.410372121  -36.057282818
   -0.856797996   78.470488817  -35.909927355
   -0.830834421   77.534114281  -35.552497069
   -0.804870845   76.620012516  -35.042015888
   -0.778907269   75.708295205  -34.878238712
   -0.752943694   74.791688169  -35.146322608
   -0.726980118   73.868510144  -36.011638138
   -0.701016543   72.913724182  -37.306181569
   -0.675052967   71.918579367  -38.831361385
   -0.649089391   70.881583788  -40.319874543
   -0.623125816   69.812887805  -41.724569094
   -0.597162240   68.720133415  -42.173453194
   -0.571198664   67.626908877  -41.563245829
   -0.545235089   66.558858265  -39.958877085
   -0.519271513   65.545450631  -37.396531336
   -0.493307937   64.610754299  -34.271157225
   -0.467344362   63.763608283  -30.905420182
   -0.441380786   63.001374784  -27.807801310
   -0.415417210   62.307362704  -25.711603317
   -0.389453635   61.648653544  -24.681534289
   -0.363490059   61.005371991  -24.717781047
   -0.337526483   60.350135012  -25.425084490
   -0.311562908   59.669861608  -26.300212641
   -0.285599332   58.975069021  -26.829730581
   -0.259635756   58.285183870  -26.172427611
   -0.233672181   57.622630420  -24.175860507
   -0.207708605   57.035419055  -21.134805945
   -0.181745030   56.539909555  -17.175888216
   -0.155781454   56.147700965  -12.561844698
   -0.129817878   55.870835125   -8.681080722
   -0.103854303   55.681681099   -5.526735771
   -0.077890727   55.569697536   -3.272305903
   -0.051927151   55.502024351   -2.037719173
   -0.025963576   55.461003296   -1.377668944
    0.000000000   55.432103261   -0.465730999
    0.025963576   55.443409006    1.273125838
    0.051927151   55.516595149    4.091378547
    0.077890727   55.670111069    8.104914164
    0.103854303   55.950867429   13.513634730
    0.129817878   56.373048070   19.148063906
    0.155781454   56.936032882   24.304178635
    0.181745030   57.625995577   28.518158654
    0.207708605   58.412530635   31.203015547
    0.233672181   59.244436222   32.418400476
    0.259635756   60.091899906   32.541904885
    0.285599332   60.936743835   32.113575317
