#! FIELDS phi file.free der_phi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  137
#! SET periodic_phi true
   -3.141592654   16.461607881  -45.402507246
   -3.095729987   14.504115919  -40.246256763
   -3.049867321   12.745496581  -36.631700720
   -3.004004654   11.126143715  -34.067032445
   -2.958141988    9.612196367  -31.931060488
   -2.912279321    8.203328497  -29.346264763
   -2.866416655    6.936459175  -25.627244463
   -2.820553988    5.872167976  -20.622543529
   -2.774691322    5.053192528  -15.164444368
   -2.728828655    4.474827256  -10.349797680
   -2.682965989    4.082856019   -7.090604794
   -2.637103322    3.797956382   -5.681557779
   -2.591240656    3.540116315   -5.791596185
   -2.545377989    3.264652564   -6.287886457
   -2.499515323    2.987563436   -5.534921187
   -2.453652656    2.803135125   -2.045776023
   -2.407789990    2.845498996    4.242944716
   -2.361927324    3.206318764   11.253141468
   -2.316064657    3.843924203   15.761252404
   -2.270201991    4.580341220   15.329287174
   -2.224339324    5.186506621   10.502647318
   -2.178476658    5.526419162    4.315571308
   -2.132613991    5.618697601    0.117080983
   -2.086751325    5.593883836   -0.888205034
   -2.040888658    5.573900934    0.111192022
   -1.995025992    5.603655345    0.914907762
   -1.949163325    5.636960781    0.152329043
   -1.903300659    5.595118279   -2.398702699
   -1.857437992    5.403639673   -6.127215553
   -1.811575326    5.026707724  -10.491716576
   -1.765712659    4.455362571  -14.323040131
   -1.719849993    3.738747578  -16.753766097
   -1.673987326    2.953691019  -17.196721686
   -1.628124660    2.188535097  -16.048233239
   -1.582261993    1.501177651  -13.901530970
   -1.536399327    0.923480155  -11.367431679
   -1.490536660    0.469378789   -8.435748701
   -1.444673994    0.157879631   -5.221443558
   -1.398811328    0.000000000   -1.709094904
   -1.352948661    0.007753572    1.992777724
   -1.307085995    0.191927035    5.952821523
   -1.261223328    0.568552343   10.473674239
   -1.215360662    1.164935379   15.492811252
   -1.169497995    2.000450746   20.805997180
   -1.123635329    3.080938558   26.158038974
   -1.077772662    4.402893706   31.293313726
   -1.031909996    5.950843565   35.982233254
   -0.986047329    7.695687060   39.688531232
   -0.940184663    9.575759786   41.883324673
   -0.894321996   11.507666756   41.836373718
   -0.848459330   13.387233396   39.649678349
   -0.802596663   15.135470989   36.387998944
   -0.756733997   16.744710029   33.957057290
   -0.710871330   18.301874456   34.367056945
   -0.665008664   19.958133103   38.272656342
   -0.619145997   21.847973069   44.148157035
   -0.573283331   23.997591154   49.114651430
   -0.527420664   26.306370049   50.761510416
   -0.481557998   28.603016898   48.666170689
   -0.435695332   30.740121798   44.207400371
   -0.389832665   32.651295161   39.042185901
   -0.343969999   34.329945552   34.093278724
   -0.298107332   35.785876203   29.321531914
   -0.252244666   37.018469656   24.320518701
   -0.206381999   38.019244118   19.312124825
   -0.160519333   38.800363495   14.840591235
   -0.114656666   39.397950870   11.173278000
   -0.068794000   39.835475710    7.753424103
   -0.022931333   40.090110078    2.989443779
    0.022931333   40.071449886   -4.274950278
    0.068794000   39.662769789  -13.916371932
    0.114656666   38.787622019  -24.114077438
    0.160519333   37.478266255  -32.547818303
    0.206381999   35.854283249  -37.696954043
    0.252244666   34.064242766  -39.994562960
    0.298107332   32.200438581  -41.255889789
    0.343969999   30.270439074  -43.027671467
    0.389832665   28.244797467  -45.320674757
    0.435695332   26.126192217  -46.744536123
    0.481557998   23.990586668  -45.979805158
    0.527420664   21.941817802  -43.100387583
    0.573283331   20.044614632  -39.646755641
    0.619145997   18.288613942  -37.113573123
    0.665008664   16.621867232  -35.666295438
    0.710871330   15.017431648  -34.147899816
    0.756733997   13.512724428  -31.188278735
    0.802596663   12.184949022  -26.529028386
    0.848459330   11.093575497  -20.994860901
    0.894321996   10.254295984  -15.726177264
    0.940184663    9.641360952  -11.122418520
    0.986047329    9.228221386   -6.928087924
    1.031909996    9.007535224   -2.730677142
    1.077772662    8.987757572    1.847040778
    1.123635329    9.191488222    7.119259104
    1.169497995    9.657978443   13.357164079
    1.215360662   10.440614591   20.978819280
    1.261223328   11.609212825   30.145127699
    1.307085995   13.231005915   40.614712223
    1.352948661   15.348163823   51.537239917
    1.398811328   17.952770170   61.691223722
    1.444673994   20.978466475   69.763466563
    1.490536660   24.305736335   74.453605719
    1.536399327   27.753307243   75.039026301
    1.582261993   31.118350450   70.866772764
    1.628124660   34.190672790   62.353921959
    1.673987326   36.802747715   51.112378171
    1.719849993   38.875431751   39.256129903
    1.765712659   40.424985099   28.456127973
    1.811575326   41.522973593   19.691535510
    1.857437992   42.267016105   12.993108918
    1.903300659   42.746444897    8.093932304
    1.949163325   43.035595816    4.700739272
    1.995025992   43.197924142    2.462126558
    2.040888658   43.279515555    1.161638419
    2.086751325   43.316379044    0.485180037
    2.132613991   43.331029617    0.180196994
    2.178476658   43.336137685    0.061141273
    2.224339324   43.338384310   -0.000000000
    2.270201991   43.338384310   -0.000000000
    2.316064657   43.338384310   -0.000000000
    2.361927324   43.338238866   -0.004680755
    2.407789990   43.337614249   -0.023127995
    2.453652656   43.334064113   -0.122969284
    2.499515323   43.322164657   -0.426204288
    2.545377989   43.286381177   -1.243551100
    2.591240656   43.190585259   -3.180328756
    2.637103322   42.961611672   -7.222743977
    2.682965989   42.477318432  -14.508100329
    2.728828655   41.567800052  -25.817972449
    2.774691322   40.052462379  -40.704366301
    2.820553988   37.812746088  -56.872988010
    2.866416655   34.871786055  -70.579869457
    2.912279321   31.432353246  -78.130859957
    2.958141988   27.823928784  -77.933071808
    3.004004654   24.381176072  -71.366890096
    3.049867321   21.321368764  -61.841978353
