#! FIELDS phi file.free der_phi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  33
#! SET periodic_phi true
   -3.141592654   14.383658276  -54.333062339
   -2.951193099    5.883458824  -34.530065034
   -2.760793544    1.326542633  -13.877952561
   -2.570393989    0.306276757    1.842924365
   -2.379994435    1.479543407    8.830624529
   -2.189594880    3.091656483    6.763631422
   -1.999195325    3.701046860   -0.826120988
   -1.808795770    2.810276512   -7.904099347
   -1.618396215    1.088354488   -8.847457467
   -1.427996661    0.000000000   -1.279816330
   -1.237597106    1.040221255   12.821088701
   -1.047197551    4.989848001   28.343331936
   -0.856797996   11.583572249   39.727272018
   -0.666398442   19.645715221   43.379352757
   -0.475998887   27.573369325   38.340719426
   -0.285599332   33.791691454   25.739323686
   -0.095199777   37.057410563    7.758950340
    0.095199777   36.611369955  -12.666822232
    0.285599332   32.343683581  -31.617825918
    0.475998887   25.011145812  -43.890737495
    0.666398442   16.418300717  -44.110899981
    0.856797996    9.224145787  -29.076524322
    1.047197551    6.241837415   -0.623974843
    1.237597106    9.373805114   33.474652760
    1.427996661   18.650089003   62.006015333
    1.618396215   31.999420744   74.933798247
    1.808795770   45.898203777   67.618869917
    1.999195325   56.609983888   42.404284111
    2.189594880   61.412806426    7.123789656
    2.379994435   59.333587842  -28.238191235
    2.570393989   51.217995463  -55.099808850
    2.760793544   39.227358008  -68.412631150
    2.951193099   26.100169394  -67.284942579
