#! FIELDS phi psi file.free der_phi der_psi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  33
#! SET periodic_phi true
#! SET min_psi -pi
#! SET max_psi pi
#! SET nbins_psi  18
#! SET periodic_psi true
   -3.141592654   -3.141592654   18.022212750  -54.471925187   17.912175080
   -2.951193099   -3.141592654    9.429238725  -35.115660869   20.420572300
   -2.760793544   -3.141592654    4.799032001  -13.848018261   21.874356630
   -2.570393989   -3.141592654    3.918601789    3.476080373   22.496320449
   -2.379994435   -3.141592654    5.637986493   13.127766277   22.793519857
   -2.189594880   -3.141592654    8.417859179   14.904834438   23.393208082
   -1.999195325   -3.141592654   11.008278062   11.847943130   24.798537849
   -1.808795770   -3.141592654   12.926188313    8.641970533   27.161011041
   -1.618396215   -3.141592654   14.560480504    9.395485658   30.154748145
   -1.427996661   -3.141592654   16.882806960   15.924734448   33.053012517
   -1.237597106   -3.141592654   20.936160724   27.149541284   34.976229206
   -1.047197551   -3.141592654   27.321440293   39.707337697   35.207645833
   -0.856797996   -3.141592654   35.889305678   49.358194159   33.419841432
   -0.666398442   -3.141592654   45.724579051   52.486590395   29.705788039
   -0.475998887   -3.141592654   55.360804928   47.097901762   24.456754111
   -0.285599332   -3.141592654   63.140947118   33.185681275   18.184016676
   -0.095199777   -3.141592654   67.595437536   12.659418899   11.384471043
    0.095199777   -3.141592654   67.794155880  -10.766583829    4.511990191
    0.285599332   -3.141592654   63.658278132  -31.906985404   -1.986491345
    0.475998887   -3.141592654   56.173312826  -45.056793402   -7.626392274
    0.666398442   -3.141592654   47.327009601  -45.627802661  -11.911444891
    0.856797996   -3.141592654   39.702109736  -32.422630753  -14.442443294
    1.047197551   -3.141592654   35.673444220   -8.780082707  -15.081583427
    1.237597106   -3.141592654   36.567912298   17.854746932  -14.055559173
    1.427996661   -3.141592654   42.109767050   38.654054134  -11.889027353
    1.618396215   -3.141592654   50.488595130   46.866143717   -9.185883907
    1.808795770   -3.141592654   59.002857427   40.116685819   -6.374388660
    1.999195325   -3.141592654   64.960699603   20.726483324   -3.575357413
    2.189594880   -3.141592654   66.440928964   -5.841085007   -0.641871409
    2.379994435   -3.141592654   62.699047282  -33.027341739    2.652454466
    2.570393989   -3.141592654   54.214923769  -54.758353978    6.406799713
    2.760793544   -3.141592654   42.485777419  -66.547010554   10.473878924
    2.951193099   -3.141592654   29.660151825  -66.205435237   14.469346858

   -3.141592654   -2.792526803   25.951548642  -49.734040090   26.221649244
   -2.951193099   -2.792526803   18.033428640  -32.800622322   28.497314002
   -2.760793544   -2.792526803   13.626984364  -13.711365134   29.407368889
   -2.570393989   -2.792526803   12.634554732    2.363886225   29.332499036
   -2.379994435   -2.792526803   14.128489425   12.106248692   28.945239595
   -2.189594880   -2.792526803   16.827917903   15.263658900   28.971051754
   -1.999195325   -2.792526803   19.684594992   14.351928211   29.898947168
   -1.808795770   -2.792526803   22.283272169   13.193132479   31.771251701
   -1.618396215   -2.792526803   24.903989929   14.970090408   34.113074936
   -1.427996661   -2.792526803   28.252949596   20.825402630   36.072096021
   -1.237597106   -2.792526803   33.024915735   29.518214279   36.704694605
   -1.047197551   -2.792526803   39.499112518   38.111432620   35.310086123
   -0.856797996   -2.792526803   47.331345995   43.223316163   31.662185072
   -0.666398442   -2.792526803   55.589714305   42.209482288   26.039022309
   -0.475998887   -2.792526803   62.962057026   33.851111026   19.081262037
   -0.285599332   -2.792526803   68.060414281   18.546943973   11.565869414
