#! FIELDS phi psi file.free der_phi der_psi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  33
#! SET periodic_phi true
#! SET min_psi -pi
#! SET max_psi pi
#! SET nbins_psi  18
#! SET periodic_psi true
   -3.141592654   -3.141592654   18.136852118  -54.803160692   16.931047321
   -2.951193099   -3.141592654    9.465815607  -35.565595211   19.499156704
   -2.760793544   -3.141592654    4.754127195  -14.222933808   21.067526213
   -2.570393989   -3.141592654    3.819363957    3.293182598   21.815397171
   -2.379994435   -3.141592654    5.523433982   13.146635735   22.207936470
   -2.189594880   -3.141592654    8.321092288   15.062007702   22.845422107
   -1.999195325   -3.141592654   10.948264379   12.069120403   24.222770312
   -1.808795770   -3.141592654   12.909748420    8.876164996   26.498267489
   -1.618396215   -3.141592654   14.586916357    9.606817759   29.362941414
   -1.427996661   -3.141592654   16.943704364   16.069547052   32.113158158
   -1.237597106   -3.141592654   21.011517284   27.148411679   33.896539721
   -1.047197551   -3.141592654   27.375548851   39.477343864   34.026845764
   -0.856797996   -3.141592654   35.874464701   48.870993857   32.206052899
   -0.666398442   -3.141592654   45.597120554   51.816292226   28.546859519
   -0.475998887   -3.141592654   55.101977025   46.427470061   23.442779902
   -0.285599332   -3.141592654   62.771963192   32.737823825   17.384824203
   -0.095199777   -3.141592654   67.175505344   12.590082857   10.829847514
    0.095199777   -3.141592654   67.398195795  -10.456016015    4.183497997
    0.285599332   -3.141592654   63.345056739  -31.383881844   -2.148695260
    0.475998887   -3.141592654   55.959112798  -44.580238135   -7.703662427
    0.666398442   -3.141592654   47.179764168  -45.427764642  -11.982253283
    0.856797996   -3.141592654   39.557492877  -32.593345963  -14.563409986
    1.047197551   -3.141592654   35.465388616   -9.245827556  -15.278508273
    1.237597106   -3.141592654   36.257590757   17.286429093  -14.325913192
    1.427996661   -3.141592654   41.698975909   38.206878114  -12.212120618
    1.618396215   -3.141592654   50.017683679   46.705342222   -9.537450562
    1.808795770   -3.141592654   58.534808945   40.313679770   -6.741480978
    1.999195325   -3.141592654   64.562698734   21.256073901   -3.968365265
    2.189594880   -3.141592654   66.167310417   -5.085627943   -1.096563406
    2.379994435   -3.141592654   62.577457371  -32.215438894    2.087866429
    2.570393989   -3.141592654   54.236971300  -54.091466008    5.695626227
    2.760793544   -3.141592654   42.606504973  -66.195025498    9.615873897
    2.951193099   -3.141592654   29.811210500  -66.231814606   13.510415094

   -3.141592654   -2.792526803   25.804779700  -49.942803132   25.246386592
   -2.951193099   -2.792526803   17.840170349  -33.051623190   27.612917482
   -2.760793544   -2.792526803   13.391919924  -13.880904718   28.643698409
   -2.570393989   -2.792526803   12.379208401    2.323382660   28.671944362
   -2.379994435   -2.792526803   13.875098913   12.159056763   28.331587467
   -2.189594880   -2.792526803   16.587124799   15.332139012   28.329647869
